"ID","eta.ka","eta.cl","eta.v","OBJI"
"1",0.0787973421854814,-0.475809405150558,-0.0908394444426907,12.5427741928283
"2",0.190073538159119,0.143955578889913,0.00511830256651087,17.8508825138485
"3",0.363643988733551,0.0277409809434487,0.0529980981606886,0.294474649815482
"4",-0.289311030593376,-0.0188836329752127,-0.0128260093961159,11.0292030073369
"5",-0.0503130072627572,-0.151078201108009,-0.143139674246346,29.1306219134167
"6",-0.394212901158974,0.372713834022446,0.193050372582601,7.74565959011769
"7",-0.778949315515606,0.145771086101895,0.055363128827949,2.24501208164296
"8",-0.175733450798301,0.164526557353729,0.0934609565530559,6.98575071830406
"9",1.35336348266916,0.0451291841541186,-0.000311147151947333,8.4209702874608
"10",-0.739174378875304,-0.383497488879975,-0.170998954083053,7.93284382448522
"11",0.745178550438908,0.288069550225006,0.136141808843088,3.35887335608908
"12",-0.526478590710037,-0.126432327050151,-0.201118266523405,9.2705079555088
